flightNumber;dep_airport_code;arr_airport_code;plane;dep_weather_desc;dep_date
IBE8954;MAD;MAH;BOMBARDIER CRJ-1000;Nubosidad variable;14/04/18
QTR6553;MAH;MAD;BOMBARDIER CRJ-1000;Lluvia moderada;14/04/18
IBE8494;PMI;MAH;ATR-72;Despejado;17/04/18
IBE8661;VIT;MAH;BOMBARDIER CRJ-1000;Abertura de claros;14/04/18
IBB652;GMZ;TFN;ATR-42/72;Nubes altas;14/04/18
IBB650;GMZ;TFN;ATR-72;Nubes altas;15/04/18
IBE8660;MAH;VIT;BOMBARDIER CRJ-1000;Lluvia moderada;14/04/18
RYR6321;VLL;BCN;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
IBS9530;VLL;PMI;AIRBUS A320;Nubosidad variable;15/04/18
RYR2200;VLL;SVQ;BOEING 737-800 WINGLETS;Nubosidad variable;15/04/18
IBE8525;PNA;MAD;CANADAIR CRJ-200;Nubosidad variable;14/04/18
IBE8529;PNA;MAD;BOMBARDIER CRJ-1000;Nubosidad variable;15/04/18
DLH1119;PNA;FRA;AIRBUS A320;Nubosidad variable;15/04/18
IBB653;TFN;GMZ;ATR-42/72;Despejado;14/04/18
IBB651;TFN;GMZ;ATR-72;Despejado;15/04/18
IBE8319;EAS;MAD;ATR-72;Nubosidad variable;14/04/18
IBE8329;EAS;MAD;ATR-72;Nubosidad variable;14/04/18
VLG2489;EAS;BCN;AIRBUS A319;Nubosidad variable;14/04/18
IBE8317;EAS;MAD;ATR-72;Nubosidad variable;15/04/18
VLG2487;EAS;BCN;AIRBUS A319;Nubosidad variable;15/04/18
IBE8319;EAS;MAD;ATR-72;Nubosidad variable;15/04/18
RYR6320;BCN;VLL;BOEING 737-800 WINGLETS;Lluvia;14/04/18
IBS9528;PMI;VLL;AIRBUS A320;Lluvia moderada;15/04/18
RYR2199;SVQ;VLL;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
IBE8524;MAD;PNA;CANADAIR CRJ-200;Nubosidad variable;14/04/18
IBE8526;MAD;PNA;BOMBARDIER CRJ-1000;Nubosidad variable;14/04/18
AEA7235;MAD;LCG;EMBRAER ERJ-195;Nubosidad variable;14/04/18
VLG3970;PMI;LCG;32A;Lluvia moderada;14/04/18
AEA7237;MAD;LCG;EMBRAER ERJ-195;Nubosidad variable;14/04/18
IBE0522;MAD;LCG;AIRBUS A320;Nubosidad variable;14/04/18
VLG1290;BCN;LCG;AIRBUS A320;Lluvia;14/04/18
VLG1294;BCN;LCG;AIRBUS A320;Lluvia;15/04/18
WZZ3192;ZAZ;OTP;AIRBUS A320;Nubes altas;14/04/18
AEA4032;ZAZ;PMI;EMBRAER ERJ-195;Nubes altas;14/04/18
WZZ3418;ZAZ;CLJ;AIRBUS A320;Nubes altas;14/04/18
RYR2635;ZAZ;STN;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
RYR4634;ZAZ;BGY;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
EVE1606;ZAZ;SVQ;AIRBUS A320;Nubes altas;15/04/18
AEA2633;ZAZ;LEI;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR1865;REU;SNN;BOEING 737-800 WINGLETS;Lluvia;14/04/18
RYR3843;REU;STN;BOEING 737-800 WINGLETS;Lluvia;14/04/18
EZY2208;REU;LTN;AIRBUS A319;Lluvia;14/04/18
RYR2829;REU;CRL;BOEING 737-800 WINGLETS;Lluvia;14/04/18
RYR1115;REU;DUB;BOEING 737-800 WINGLETS;Lluvia;15/04/18
RYR9825;REU;LPL;BOEING 737-800 WINGLETS;Lluvia;15/04/18
RYR9827;REU;HHN;BOEING 737-800 WINGLETS;Lluvia;15/04/18
IBB664;VDE;TFN;ATR-42/72;Despejado;14/04/18
IBB366;VDE;LPA;ATR-72;Despejado;14/04/18
IBS2247;VDE;TFN;ATR-72;Despejado;14/04/18
CNF248;VDE;TFN;ATR-42/72;Despejado;14/04/18
IBB674;VDE;TFN;ATR-42/72;Despejado;14/04/18
IBB656;VDE;TFN;ATR-72;Despejado;15/04/18
IBB662;VDE;TFN;ATR-72;Despejado;15/04/18
VLG2287;XRY;BCN;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
IBE0405;XRY;MAD;AIRBUS A319;Nubosidad variable;14/04/18
RYR1284;XRY;BCN;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
IBE0407;XRY;MAD;AIRBUS A320;Nubosidad variable;15/04/18
EWG575;XRY;CGN;AIRBUS A319;Nubosidad variable;15/04/18
JAF7922;XRY;BRU;EMBRAER 190;Nubosidad variable;15/04/18
EWG9571;XRY;DUS;32A;Nubosidad variable;15/04/18
RYR8397;XRY;STN;BOEING 737-800 WINGLETS;Nubosidad variable;15/04/18
IBE0411;XRY;MAD;AIRBUS A320;Nubosidad variable;15/04/18
VLG2287;XRY;BCN;AIRBUS A320;Nubosidad variable;15/04/18
IBE8269;MLN;AGP;ATR-72;Despejado;14/04/18
IBE8793;MLN;MAD;ATR-72;Despejado;14/04/18
IBE8271;MLN;AGP;ATR-72;Despejado;14/04/18
IBE8261;MLN;AGP;ATR-72;Despejado;15/04/18
IBE8789;MLN;MAD;ATR-72;Despejado;15/04/18
IBE8791;MLN;MAD;ATR-72;Despejado;15/04/18
IBE8263;MLN;AGP;ATR-72;Despejado;15/04/18
IBE8793;MLN;MAD;ATR-72;Despejado;15/04/18
IBE8269;MLN;AGP;ATR-72;Despejado;15/04/18
IBE8322;MAD;EAS;ATR-72;Nubosidad variable;14/04/18
VLG2488;BCN;EAS;AIRBUS A319;Lluvia;14/04/18
IBE8324;MAD;EAS;ATR-72;Nubosidad variable;14/04/18
VLG2486;BCN;EAS;AIRBUS A319;Lluvia;15/04/18
IBE8316;MAD;EAS;ATR-72;Nubosidad variable;15/04/18
IBE0555;SDR;MAD;AIRBUS A319;Despejado;14/04/18
RYR4793;SDR;BGY;BOEING 737-800 WINGLETS;Despejado;14/04/18
RYR2594;SDR;AGP;BOEING 737-800 WINGLETS;Despejado;14/04/18
RYR2215;SDR;VLC;BOEING 737-800 WINGLETS;Despejado;14/04/18
IBE0557;SDR;MAD;AIRBUS A319;Despejado;14/04/18
RYR1573;SDR;SXF;BOEING 737-800 WINGLETS;Despejado;14/04/18
WZZ1480;SDR;WAW;AIRBUS A320;Despejado;15/04/18
RYR7617;SDR;EDI;BOEING 737-800 WINGLETS;Despejado;15/04/18
RYR6385;SDR;BCN;BOEING 737-800 WINGLETS;Despejado;15/04/18
IBE0555;SDR;MAD;AIRBUS A319;Despejado;15/04/18
IBE6341;MAD;SAL;AIRBUS A330-200;Nubosidad variable;14/04/18
DAH2007;MAD;ALG;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
IBE3176;MAD;LHR;AIRBUS A320;Nubosidad variable;14/04/18
RYR5995;MAD;STN;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
AEA6067;MAD;PMI;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
IBE3252;MAD;LIN;32A;Nubosidad variable;14/04/18
AVA047;MAD;BOG;BOEING 787-8;Nubosidad variable;14/04/18
THY8471;MAD;MDE;AIRBUS A330-200;Nubosidad variable;14/04/18
ETD2604;MAD;MDE;AIRBUS A330-200;Nubosidad variable;14/04/18
AVA017;MAD;MDE;AIRBUS A330-200;Nubosidad variable;14/04/18
AEA1029;MAD;ORY;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
IBS3828;MAD;LPA;AIRBUS A320;Nubosidad variable;14/04/18
RYR4117;MJV;MAN;BOEING 737-800 WINGLETS;Abertura de claros;14/04/18
NAX1703;MJV;OSL;BOEING 737-800 WINGLETS;Abertura de claros;14/04/18
RYR3453;MJV;LTN;BOEING 737-800 WINGLETS;Abertura de claros;14/04/18
EZY7426;MJV;SEN;AIRBUS A319;Abertura de claros;14/04/18
BAW449;MJV;LHR;32A;Abertura de claros;14/04/18
RYR8027;MJV;STN;BOEING 737-800 WINGLETS;Abertura de claros;14/04/18
EZY8554;MJV;LGW;32A;Abertura de claros;14/04/18
RYR7095;MJV;DUB;BOEING 737-800 WINGLETS;Abertura de claros;14/04/18
EZY8550;MJV;LGW;AIRBUS A319;Abertura de claros;15/04/18
EZY6014;MJV;BRS;AIRBUS A320;Abertura de claros;15/04/18
RYR1925;MJV;EMA;BOEING 737-800 WINGLETS;Abertura de claros;15/04/18
RYR4253;MJV;FRA;BOEING 737-800 WINGLETS;Abertura de claros;15/04/18
IBE0533;VGO;MAD;AIRBUS A319;Nubosidad variable;14/04/18
EVE1124;VGO;ALC;32A;Nubosidad variable;14/04/18
TAP1141;VGO;LIS;ATR-42/72;Nubosidad variable;14/04/18
AEA7317;VGO;MAD;EMBRAER ERJ-195;Nubosidad variable;14/04/18
RYR246;VGO;BCN;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
AEA7319;VGO;MAD;EMBRAER ERJ-195;Nubosidad variable;14/04/18
AEA7311;VGO;MAD;EMBRAER ERJ-195;Nubosidad variable;15/04/18
IBE0531;VGO;MAD;AIRBUS A319;Nubosidad variable;15/04/18
RYR242;VGO;DUB;BOEING 737-800 WINGLETS;Nubosidad variable;15/04/18
RYR7132;VGO;BGY;BOEING 737-800 WINGLETS;Nubosidad variable;15/04/18
AEA7315;VGO;MAD;EMBRAER ERJ-195;Nubosidad variable;15/04/18
VLG3139;OVD;ACE;AIRBUS A320;Nubosidad variable;14/04/18
IBS3613;OVD;TFN;AIRBUS A320;Nubosidad variable;14/04/18
IBS3610;OVD;LHR;AIRBUS A320;Nubosidad variable;14/04/18
TAP1113;OVD;LIS;ATR-42/72;Nubosidad variable;14/04/18
VLG1572;OVD;BCN;AIRBUS A320;Nubosidad variable;15/04/18
VOE3584;OVD;ALC;BOEING 717;Nubosidad variable;15/04/18
IBS3981;OVD;MAD;AIRBUS A320;Nubosidad variable;15/04/18
VLG1574;OVD;BCN;AIRBUS A320;Nubosidad variable;15/04/18
IBE0479;OVD;MAD;32A;Nubosidad variable;15/04/18
EZY3084;OVD;STN;AIRBUS A319;Nubosidad variable;15/04/18
IBE8335;OVD;VLC;ATR-72;Nubosidad variable;15/04/18
IBE0475;OVD;MAD;AIRBUS A321;Nubosidad variable;15/04/18
IBE8332;OVD;PMI;CANADAIR CRJ-200;Nubosidad variable;15/04/18
VLG3865;OVD;PMI;AIRBUS A320;Nubosidad variable;15/04/18
AEA4033;PMI;ZAZ;EMBRAER ERJ-195;Lluvia moderada;14/04/18
EVE1605;SVQ;ZAZ;32A;Nubes altas;15/04/18
AEA2634;LEI;ZAZ;BOEING 737-800 WINGLETS;Despejado;15/04/18
IBE8577;LEI;MAD;CANADAIR CRJ-200;Despejado;14/04/18
IBE8601;LEI;MAD;BOMBARDIER CRJ-1000;Despejado;14/04/18
BAW421;LEI;LHR;AIRBUS A320;Despejado;14/04/18
TRA5644;LEI;RTM;BOEING 737-700 WINGLETS;Despejado;14/04/18
RYR7319;LEI;DUB;BOEING 737-800 WINGLETS;Despejado;14/04/18
BEL3776;LEI;BRU;AIRBUS A320;Despejado;15/04/18
EZY8164;LEI;LGW;AIRBUS A319;Despejado;15/04/18
IBE8595;LEI;MAD;BOMBARDIER CRJ-1000;Despejado;15/04/18
AEA2634;LEI;ZAZ;BOEING 737-800 WINGLETS;Despejado;15/04/18
IBE8213;LEI;PMI;CANADAIR CRJ-200;Despejado;15/04/18
VLG1252;LEI;BCN;AIRBUS A320;Despejado;15/04/18
IBE8577;LEI;MAD;CANADAIR CRJ-900;Despejado;15/04/18
IBB133;LPA;TFN;ATR-72;Nubes altas;14/04/18
IBS3932;MAD;TFN;AIRBUS A320;Nubosidad variable;14/04/18
AEA9464;SPC;TFN;ATR-72;Nubes altas;14/04/18
IBB620;SPC;TFN;ATR-72;Nubes altas;14/04/18
IBB145;LPA;TFN;ATR-72;Nubes altas;14/04/18
VLG3254;SVQ;TFN;AIRBUS A320;Nubes altas;14/04/18
AEA9118;MAD;TFN;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
VLG3216;BCN;TFN;32B;Lluvia;14/04/18
IBB622;SPC;TFN;ATR-42/72;Nubes altas;14/04/18
IBB147;LPA;TFN;ATR-72;Nubes altas;14/04/18
IBK6379;MAD;TFN;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
IBB417;FUE;TFN;ATR-42/72;Nubes altas;14/04/18
IBB455;ACE;TFN;ATR-42/72;Nubes altas;14/04/18
CNF653;LPA;TFN;ATR-72;Nubes altas;14/04/18
IBB135;LPA;TFN;BOMBARDIER CRJ-1000;Nubes altas;14/04/18
CNF453;SPC;TFN;ATR-72;Nubes altas;14/04/18
IBB663;TFN;VDE;ATR-42/72;Despejado;14/04/18
IBB365;LPA;VDE;ATR-72;Nubes altas;14/04/18
IBS2218;TFN;VDE;ATR-72;Despejado;17/04/18
CNF247;TFN;VDE;ATR-42/72;Despejado;14/04/18
IBB673;TFN;VDE;ATR-42/72;Despejado;14/04/18
IBB655;TFN;VDE;ATR-72;Despejado;15/04/18
IBB659;TFN;VDE;ATR-72;Despejado;15/04/18
AEA6048;PMI;MAD;BOEING 737-800 WINGLETS;Lluvia moderada;14/04/18
VLG3905;PMI;BCN;32A;Lluvia moderada;14/04/18
AEA6060;PMI;BCN;BOEING 737-800 WINGLETS;Lluvia moderada;14/04/18
EZY1060;PMI;BSL;32A;Lluvia moderada;14/04/18
WZZ3420;PMI;CLJ;AIRBUS A320;Lluvia moderada;14/04/18
RYR2327;PMI;LBA;BOEING 737-800 WINGLETS;Lluvia moderada;14/04/18
VLG3937;PMI;ALC;AIRBUS A320;Lluvia moderada;14/04/18
RYR9593;PMI;LPL;BOEING 737-800 WINGLETS;Lluvia moderada;14/04/18
RYR723;PMI;SCQ;BOEING 737-800 WINGLETS;Lluvia moderada;14/04/18
ANE8498;PMI;MAH;ATR-42/72;Lluvia moderada;14/04/18
VOE3591;PMI;OVD;BOEING 717;Lluvia moderada;14/04/18
VLG3970;PMI;LCG;32A;Lluvia moderada;14/04/18
BEL3714;BIO;BRU;AIRBUS A319;Nubosidad variable;14/04/18
DLH1143;BIO;FRA;32A;Nubosidad variable;14/04/18
LAV5548;BIO;TFN;BOEING 737-400;Nubosidad variable;14/04/18
VLG3284;BIO;FUE;32A;Nubosidad variable;14/04/18
DLH1893;BIO;MUC;AIRBUS A319;Nubosidad variable;14/04/18
VLG1435;BIO;BCN;AIRBUS A320;Nubosidad variable;14/04/18
VLG3274;BIO;LPA;32A;Nubosidad variable;14/04/18
IBE8674;BIO;IBZ;BOMBARDIER CRJ-1000;Nubosidad variable;14/04/18
AEA7154;BIO;MAD;EMBRAER ERJ-195;Nubosidad variable;14/04/18
EZY3226;BIO;STN;AIRBUS A319;Nubosidad variable;14/04/18
THY1318;BIO;IST;AIRBUS A319;Nubosidad variable;14/04/18
EIN749;BIO;DUB;AIRBUS A320;Nubosidad variable;14/04/18
AEA2660;BIO;BCN;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
VLG1427;BIO;BCN;AIRBUS A320;Nubosidad variable;14/04/18
KLM1688;BIO;AMS;BOEING 737-700 WINGLETS;Nubosidad variable;14/04/18
IBE8645;GRX;MAD;BOMBARDIER CRJ-1000;Nubosidad variable;14/04/18
IBE8649;GRX;MAD;CANADAIR CRJ-900;Nubosidad variable;14/04/18
VLG2015;GRX;BCN;AIRBUS A320;Nubosidad variable;14/04/18
VLG8727;GRX;CDG;AIRBUS A320;Nubosidad variable;14/04/18
EZY8172;GRX;LGW;AIRBUS A319;Nubosidad variable;14/04/18
VLG2017;GRX;BCN;AIRBUS A320;Nubosidad variable;14/04/18
IBE8639;GRX;MAD;BOMBARDIER CRJ-1000;Nubosidad variable;15/04/18
VLG2011;GRX;BCN;AIRBUS A320;Nubosidad variable;15/04/18
IBE8641;GRX;MAD;BOMBARDIER CRJ-1000;Nubosidad variable;15/04/18
EZY2676;GRX;MXP;AIRBUS A319;Nubosidad variable;15/04/18
VLG2021;GRX;BCN;AIRBUS A320;Nubosidad variable;15/04/18
AEA5200;GRX;PMI;EMBRAER ERJ-195;Nubosidad variable;15/04/18
VLG3932;GRX;PMI;AIRBUS A320;Nubosidad variable;15/04/18
IBE8645;GRX;MAD;BOMBARDIER CRJ-1000;Nubosidad variable;15/04/18
ENT513;GRX;ARN;BOEING 737-800 WINGLETS;Nubosidad variable;15/04/18
IBE8264;AGP;MLN;ATR-72;Despejado;14/04/18
IBE8270;AGP;MLN;ATR-72;Despejado;14/04/18
IBE8798;MAD;MLN;ATR-72;Nubosidad variable;14/04/18
IBE8272;AGP;MLN;ATR-72;Despejado;14/04/18
IBE8262;AGP;MLN;ATR-72;Despejado;15/04/18
IBE8792;MAD;MLN;ATR-72;Nubosidad variable;15/04/18
IBE8790;MAD;MLN;ATR-72;Nubosidad variable;15/04/18
IBE8264;AGP;MLN;ATR-72;Despejado;15/04/18
RYR6703;IBZ;FCO;BOEING 737-800 WINGLETS;Llovizna;14/04/18
RYR7217;IBZ;VLC;BOEING 737-800 WINGLETS;Llovizna;14/04/18
IBE8911;IBZ;MAD;BOMBARDIER CRJ-1000;Llovizna;14/04/18
VLG3511;IBZ;BCN;32A;Llovizna;14/04/18
IBE8675;IBZ;BIO;BOMBARDIER CRJ-1000;Llovizna;14/04/18
RYR2627;IBZ;MAN;BOEING 737-800 WINGLETS;Llovizna;14/04/18
IBE8115;IBZ;PMI;BOMBARDIER CRJ-1000;Llovizna;14/04/18
RYR6432;IBZ;LPL;BOEING 737-800 WINGLETS;Llovizna;14/04/18
AEA6024;IBZ;MAD;EMBRAER ERJ-195;Llovizna;14/04/18
RYR6702;IBZ;BLQ;BOEING 737-800 WINGLETS;Llovizna;14/04/18
AEA1707;IBZ;PMI;ATR-72;Llovizna;14/04/18
ANE2193;IBZ;BRU;BOMBARDIER CRJ-1000;Llovizna;14/04/18
BAW453;IBZ;LHR;AIRBUS A321;Llovizna;14/04/18
RYR8147;IBZ;AGP;BOEING 737-800 WINGLETS;Llovizna;14/04/18
DLH1819;IBZ;MUC;AIRBUS A320;Llovizna;14/04/18
LAV5302;IBZ;MXP;BOEING 737-800 WINGLETS;Llovizna;14/04/18
TRA5690;IBZ;RTM;BOEING 737-800 WINGLETS;Llovizna;14/04/18
TCX1807;ACE;BHX;AIRBUS A320;Nubes altas;14/04/18
EIN777;ACE;DUB;AIRBUS A320;Nubes altas;14/04/18
TCX1003;ACE;LGW;BOEING 767-300;Nubes altas;14/04/18
LLX5062;ACE;TFS;BOEING 737-400;Nubes altas;14/04/18
CNF722;ACE;LPA;ATR-72;Nubes altas;14/04/18
IBB513;ACE;LPA;ATR-42/72;Nubes altas;14/04/18
IBS3857;ACE;MAD;AIRBUS A320;Nubes altas;14/04/18
SXD2832;ACE;DUS;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
VLG3141;ACE;AGP;AIRBUS A320;Nubes altas;14/04/18
JAF6834;ACE;BRU;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
CNF730;ACE;LPA;ATR-42/72;Nubes altas;14/04/18
IBB455;ACE;TFN;ATR-42/72;Nubes altas;14/04/18
ENT5346;ACE;WRO;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
AEA7117;ACE;SCQ;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
EXS310;ACE;BFS;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
EXS218;ACE;LBA;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
VLG2473;ACE;BCN;32B;Nubes altas;14/04/18
RYR3526;FUE;LTN;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
IBB207;FUE;LPA;ATR-72;Nubes altas;14/04/18
TCX1149;FUE;GLA;AIRBUS A321;Nubes altas;14/04/18
TCX1759;FUE;EMA;AIRBUS A321;Nubes altas;14/04/18
RYR7129;FUE;DUB;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
RYR5469;FUE;MAD;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
EWG243;FUE;CGN;AIRBUS A320;Nubes altas;14/04/18
IBS3907;FUE;MAD;AIRBUS A321;Nubes altas;14/04/18
IBB417;FUE;TFN;ATR-42/72;Nubes altas;14/04/18
IBB213;FUE;LPA;ATR-42/72;Nubes altas;14/04/18
EXS522;FUE;NCL;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
GMI3483;FUE;ERF;BOEING 737-700;Nubes altas;14/04/18
EXS250;FUE;LBA;BOEING 757-200  WINGLETS;Nubes altas;14/04/18
JAF6012;FUE;BRU;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
EZY5924;FUE;TXL;32A;Nubes altas;14/04/18
EXS308;FUE;BFS;BOEING 737-300 WINGLETS;Nubes altas;14/04/18
IBB223;FUE;LPA;ATR-42/72;Nubes altas;14/04/18
GMI8813;FUE;FDH;AIRBUS A319;Nubes altas;14/04/18
EWG9547;FUE;DUS;32A;Nubes altas;14/04/18
GMI9827;FUE;FMO;AIRBUS A319;Nubes altas;14/04/18
VLG8419;FUE;AMS;32A;Nubes altas;14/04/18
GMI7807;FUE;NUE;AIRBUS A319;Nubes altas;14/04/18
EWG9545;SPC;DUS;32A;Nubes altas;14/04/18
GMI3953;SPC;HAM;AIRBUS A319;Nubes altas;14/04/18
EWG7529;SPC;HAM;32A;Nubes altas;14/04/18
IBB622;SPC;TFN;ATR-42/72;Nubes altas;14/04/18
IBS3843;SPC;MAD;AIRBUS A320;Nubes altas;14/04/18
CNF453;SPC;TFN;ATR-72;Nubes altas;14/04/18
IBB632;SPC;TFN;ATR-42/72;Nubes altas;14/04/18
AEA9466;SPC;TFN;ATR-72;Nubes altas;14/04/18
VLG3249;SPC;BCN;AIRBUS A320;Nubes altas;14/04/18
EWG2269;SPC;STR;32A;Nubes altas;14/04/18
IBB636;SPC;TFN;ATR-42/72;Nubes altas;14/04/18
IBB316;SPC;LPA;ATR-72;Nubes altas;14/04/18
AEA9480;SPC;TFN;ATR-72;Nubes altas;14/04/18
IBB638;SPC;TFN;ATR-42/72;Nubes altas;14/04/18
IBB640;SPC;TFN;ATR-72;Nubes altas;14/04/18
CNF468;SPC;TFN;ATR-72;Nubes altas;14/04/18
AEA9468;SPC;TFN;ATR-72;Nubes altas;14/04/18
IBB642;SPC;TFN;ATR-72;Nubes altas;14/04/18
IBB318;SPC;LPA;ATR-72;Nubes altas;14/04/18
IBB606;SPC;TFN;ATR-72;Nubes altas;15/04/18
DLH1141;SVQ;FRA;AIRBUS A321;Nubes altas;14/04/18
RYR7147;SVQ;DUB;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
RYR5272;SVQ;PMI;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
VLG2209;SVQ;BCN;32A;Nubes altas;14/04/18
RYR7338;SVQ;BOD;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
TVF3105;SVQ;ORY;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
TAP1105;SVQ;LIS;ATR-42/72;Nubes altas;14/04/18
VLG2424;SVQ;IBZ;AIRBUS A320;Nubes altas;14/04/18
RYR1192;SVQ;TLS;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
IBS9529;SVQ;PMI;AIRBUS A320;Nubes altas;14/04/18
