ID;ICAO;Name;Country;Active
5246;UHS;Ulyanovsk Higher Civil Aviation School;Russia;N
5247;UJR;Universal Jet Rental de Mexico;Mexico;N
5248;UJT;Universal Jet Aviation;United States;N
5249;UKI;UK International Airlines;United Kingdom;N
5250;UKL;Ukraine Air Alliance;Ukraine;N
5251;UKM;UM Airlines;Ukraine;Y
5252;UKN;Ukraine Air Enterprise;Ukraine;N
5253;UKP;United Kingdom Home Office;United Kingdom;N
5254;UKS;Ukrainian Cargo Airways;Ukraine;N
5255;ULT;Ultrair;United States;N
5256;UMS;Unitemp-M;Russia;N
5257;UNC;Uni-Fly;Denmark;N
5258;UNF;Union Flights;United States;N
5259;UNJ;Universal Jet;Spain;N
5260;UNS;Unsped Paket Servisi;Turkey;N
5261;UNU;Unifly Servizi Aerei;Italy;N
5262;UPL;Ukrainian Pilot School;Ukraine;N
5263;UPS;United Parcel Service;United States;N
5264;URV;Uraiavia;Russia;N
5265;USA;US Airways;United States;Y
5266;USC;US Check Airlines;United States;N
5267;USF;USAfrica Airways;United States;N
5268;USH;US Helicopter;United States;Y
5269;USJ;US Jet;United States;N
5270;USX;US Express;United States;N
5271;UTA;UTair Aviation;Russia;Y
5272;UTG;UTAGE;Equatorial Guinea;N
5273;UTR;Utair South Africa;South Africa;N
5274;UTS;Ukrainian State Air Traffic Service Enterprise;Ukraine;N
5275;UTU;Urartu-Air;Armenia;N
5276;UVA;Universal Airways;United States;N
5277;UVG;Universal Airlines;Guyana;N
5278;UVM;Uvavemex;Mexico;N
5279;AIO;United States Air Force;United States;Y
5280;UVN;United Aviation;Kuwait;N
5281;UZB;Uzbekistan Airways;Uzbekistan;Y
5282;AUI;Ukraine International Airlines;Ukraine;Y
5283;WEC;Universal Airlines;United States;N
5288;VAU;V Australia Airlines;Australia;N
5289;VBA;V Bird Airlines Netherlands;Netherlands;N
5290;WIW;V-avia Airline;Ukraine;N
5291;VBD;V-Berd-Avia;Armenia;N
5292;VAC;Vacationair;Canada;N
5293;RDW;Valair AG (Helicoptere);Switzerland;N
5294;VLA;Valan International Cargo Charter;South Africa;N
5295;VLN;Valan Limited;Moldova;N
5296;EHR;Valfell-Verkflug;Iceland;N
5297;VLU;Valuair;Singapore;Y
5298;VAA;Van Air Europe;Czech Republic;N
5299;VGC;Vanguardia en Aviacion en Colima;Mexico;N
5300;VGD;Vanguard Airlines;United States;N
5301;VFC;Vasco Air;Vietnam;Y
5302;VAG;Vega;Kazakhstan;N
5303;WGA;Vega Air Company;Ukraine;N
5304;WEL;Veles;VELES;N
5305;VTX;Verataxis;Mexico;N
5306;BTP;Veritair Ltd;United Kingdom;N
5307;VAL;Voyageur Airways;Canada;N
5308;GRV;Vernicos Aviation;Greece;N
5309;HVN;Vietnam Airlines;Vietnam;Y
5310;KWA;Vozdushnaya Academy;Kazakhstan;N
5311;MOV;VIM Airlines;Russia;Y
5312;MVY;VIM-Aviaservice;Russia;N
5314;ENV;Victoria Aviation;United Kingdom;N
5315;VCT;Viscount Air Service;United States;N
5317;SSI;Vision Airlines;Nigeria;N
5318;FXF;VIP Air Charter;United States;N
5319;PAV;VIP Avia;Kazakhstan;N
5320;PRX;VIP Avia;Latvia;N
5321;VAT;Visionair;Ireland;N
5323;VCA;VICA - Viacao Charter Aereos;Brazil;N
5324;VCM;Volare Air Charter Company;United States;N
5325;VOI;Volaris;Mexico;Y
5326;VDA;Volga-Dnepr Airlines;Russia;Y
5327;VEA;Vega Airlines;Bulgaria;N
5328;VEC;Venescar Internacional;Venezuela;N
5329;VEE;Victor Echo;Spain;N
5330;VEI;Virgin Express Ireland;Ireland;N
5331;VRD;Virgin America;United States;Y
5332;VES;Vieques Air Link;United States;N
5333;VEX;Virgin Express;Belgium;Y
5334;VFT;VZ Flights;Mexico;N
5335;VGN;Virgin Nigeria Airways;Nigeria;Y
5336;VGV;Vologda State Air Enterprise;Russia;N
5337;VHA;VH-Air Industrie;Angola;N
5338;VHM;VHM Schul-und-Charterflug;Germany;N
5339;VIB;Vibroair Flugservice;Germany;N
5340;VIC;VIP Servicios Aereos Ejecutivos;Mexico;N
5341;VIE;VIP Empresarial;Mexico;N
5342;VIF;VIF Luftahrt;Austria;N
5343;VIG;Vega Aviation;Sudan;N
5344;VIH;Vichi;Moldova;N
5345;VIK;Viking Airlines;Sweden;N
5346;VIN;Vinair - Helicoptereos;Portugal;N
5347;VIR;Virgin Atlantic Airways;United Kingdom;Y
5348;VJM;Viajes Ejecutivos Mexicanos;Mexico;N
5349;VJT;Vistajet;Canada;N
5350;VVM;Viva Macau;Macao;Y
5351;VLE;Volare Airlines;Italy;Y
5352;VLG;Vueling Airlines;Spain;Y
5353;VLK;Vladivostok Air;Russia;Y
5354;VLO;Varig Log;Brazil;Y
5355;VLT;Vertical-T Air Company;Russia;N
5356;VMA;Vero Monmouth Airlines;United States;N
5357;VNK;Vipport Joint Stock Company;Russia;N
5358;VOA;Viaggio Air;Bulgaria;N
5359;VOG;Voyager Airlines;Bangladesh;N
5360;VOZ;Virgin Australia;Australia;Y
5361;VBI;Virgin Blue;Australia;N
5362;VPA;VIP Air;Slovakia;N
5363;VPB;Veteran Air;Ukraine;N
5364;VPV;VIP-Avia;Georgia;N
5365;VRA;Vertair;United Kingdom;N
5366;VRE;Volare Airlines;Ukraine;N
5367;VRL;Voar Lda;Angola;N
5368;VRN;VRG Linhas Aereas;Brazil;Y
5369;VSB;Vickers Limited;United Kingdom;N
5370;VSG;Visig Operaciones Aereas;Spain;N
5371;VSN;Vision Airways Corporation;Canada;N
5372;VSO;Voronezh Aircraft Manufacturing Society;Russia;N
5373;VSP;VASP;Brazil;Y
5374;VSS;Virign Islands Seaplane Shuttle;United States;N
5375;VTC;Vuelos Especializados Tollocan;Mexico;N
5376;VTH;Vuelos Corporativos de Tehuacan;Mexico;N
5377;VTK;Vostok Airlines;Russia;N
5378;VTL;Victor Tagle Larrain;Chile;N
5379;VTV;Vointeh;Bulgaria;N
5380;VUR;Vuelos Internos Privados VIP;Ecuador;N
5381;VUS;Vuela Bus;Mexico;N
5382;VZL;Vzlyet;Russia;N
5383;VLM;VLM Airlines;Belgium;Y
5384;WCY;Viking Express;United States;N
5385;WEV;Victoria International Airways;Uganda;N
5386;WLG;Volga Aviaexpress;Russia;N
5387;WDL;WDL Aviation;Germany;N
5388;WRR;WRA Inc;United States;N
5389;XWS;WSI Corporation;United States;N
5390;CGG;Walmart Aviation;United States;N
5391;WAS;Walsten Air Services;Canada;N
5392;GOT;Walter I Linkoping;Sweden;N
5393;WPT;Wapiti Aviation;Canada;N
5394;WAV;Warbelow's Air Ventures;United States;N
5395;ATX;Warwickshire Aerocentre Ltd.;United Kingdom;N
5396;WSG;Wasaya Airways;Canada;N
5398;WTC;Weasua Air Transport Company;Liberia;N
5399;WEB;WebJet Linhas A;Brazil;Y
5400;TDB;Welch Aviation;United States;N
5401;WLC;Welcome Air;Austria;Y
5402;BLW;Wermlandsflyg AB;Sweden;N
5403;WCB;West Africa Airlines;Ghana;N
5404;WTF;West African Air Transport;Senegal;N
5405;WSF;West African Airlines;Benin;N
5406;WAC;West African Cargo Airlines;Mauritania;N
5407;WLX;West Air Luxembourg;Luxembourg;N
5408;SWN;West Air Sweden;Sweden;N
5409;WCW;West Caribbean Airways;Colombia;N
5410;WCR;West Caribbean Costa Rica;Costa Rica;N
5412;WCG;West Coast Airlines;Ghana;N
5413;WCA;West Coast Airways;Sierra Leone;N
5414;TEE;West Freugh DTEO;United Kingdom;N
5415;WEW;West Wind Aviation;Canada;N
5416;WJA;WestJet;Canada;Y
5417;WAA;Westair Aviation;Namibia;N
5418;WSC;Westair Cargo Airlines;Cote d'Ivoire;N
5419;PCM;Westair Industries;United States;N
5420;BLK;Westcoast Energy;Canada;N
5421;WST;Western Air;Bahamas;N
5422;NPC;Western Air Couriers;United States;N
5423;WAE;Western Air Express;United States;N
5424;WAL;Western Airlines;United States;Y
5425;WAL;Western Arctic Air;Canada;N
5426;WTV;Western Aviators;United States;N
5427;WES;Western Express Air Lines;Canada;N
5428;KMR;Western Pacific Airlines;United States;N
5429;WPA;Western Pacific Airservice;Solomon Islands;N
5430;WSL;Westflight Aviation;United Kingdom;N
5431;WSA;Westgates Airlines;United States;N
5432;WHE;Westland Helicopters;United Kingdom;N
5433;WTP;Westpoint Air;Canada;N
5434;WWD;Westward Airways;United States;N
5435;WHT;White;Portugal;N
5436;WEA;White Eagle Aviation;Poland;N
5437;WRA;White River Air Services;Canada;N
5438;WWL;Whyalla Airlines;Australia;N
5439;WIF;Wider?e;Norway;Y
5440;WIG;Wiggins Airways;United States;N
5441;WHS;Wiking Helikopter Service;Germany;N
5442;WFO;Wilbur's Flight Operations;United States;N
5443;WLS;Williams Air;United States;N
5444;WGP;Williams Grand Prix Engineering;United Kingdom;N
5445;WDA;Wimbi Dira Airways;Democratic Republic of Congo;N
5446;WNA;Winair;United States;N
5447;JET;Wind Jet;Italy;Y
5448;WSI;Wind Spirit Air;United States;N
5449;QGA;Windrose Air;Germany;N
5450;WIA;Windward Islands Airways International;Netherland;N
5451;WON;Wings Air;Indonesia;Y
5452;WAT;Wings Air Transport;Sudan;N
5453;WAW;Wings Airways;United States;N
5454;WOL;Wings Aviation;Guyana;N
5455;WEX;Wings Express;United States;N
5456;WAK;Wings of Alaska;United States;N
5457;WLB;Wings of Lebanon Aviation;Lebanon;N
5458;WIN;Winlink;Saint Lucia;N
5459;WAG;Wisconsin Air National Guard;United States;N
5460;WSM;Wisman Aviation;United States;N
5461;WZZ;Wizz Air;Hungary;Y
5462;WVL;Wizz Air Hungary;Bulgaria;Y
5463;WNR;Wondair on Demand Aviation;Spain;N
5464;CWY;Woodgate Executive Air Charter;United Kingdom;N
5465;WOA;World Airways;United States;Y
5466;XWW;World Weatherwatch;Canada;N
5467;WWM;World Wing Aviation;Kyrgyzstan;N
5469;CSW;Worldwide Air Charter Systems;Canada;N
5470;WWS;Worldwide Aviation Services;Pakistan;N
5471;WWI;Worldwide Jet Charter;United States;N
5472;WRT;Wright Air Lines;United States;N
5473;WRF;Wright Air Service;United States;N
5474;CWU;Wuhan Airlines;China;N
5475;WYC;Wycombe Air Centre;United Kingdom;N
5476;WYG;Wyoming Airlines;United States;N
5479;SEU;XL Airways France;France;Y
5480;XPS;XP Internation;Netherlands;N
5481;XAB;Xabre Aerolineas;Mexico;N
5482;XJC;Xclusive Jet Charter Limited;United Kingdom;N
5483;XER;Xerox Corporation;United States;N
5484;CXA;Xiamen Airlines;China;Y
5485;CXJ;Xinjiang Airlines;China;N
5486;XJT;Xjet Limited;United Kingdom;N
5487;CXP;Xtra Airways;United States;N
5490;AKY;Yak-Service;Russia;N
5491;YAK;Yakolev;Russia;N
5492;LLM;Yamal Airlines;Russia;Y
5493;CYG;Yana Airlines;Cambodia;N
5494;YZR;Yangtze River Express;China;N
5495;ELW;Yellow Wings Air Services;Kenya;N
5496;IYE;Yemenia;Yemen;Y
5497;ERV;Yerevan-Avia;Armenia;N
5498;YFS;Young Flying Service;United States;N
5499;AYU;Yuhi Air Lines;Japan;N
5500;UGN;Yuzhnaya Aircompany;Kazakhstan;N
5501;UMK;Yuzhmashavia;Ukraine;Y
5504;RZV;Z-Avia;Armenia;N
5505;IZG;Zagros Airlines;Iran;N
5506;ZAI;Zaire Aero Service;Democratic Republic of Congo;N
5507;ZAR;Zairean Airlines;Democratic Republic of Congo;N
5508;MBN;Zambian Airways;Zambia;N
5509;ZMA;Zambezi Airlines;Zambia;N
5510;TAN;Zanair;Tanzania;Y
5511;ZAN;Zantop International Airlines;United States;N
5512;ZAS;ZAS Airlines of Egypt;Egypt;N
5513;AZR;Zenith Air;South Africa;N
5514;EMR;Zenmour Airlines;Mauritania;N
5515;RZR;Zephyr Express;United States;N
5516;CJG;Zhejiang Airlines;China;N
5517;JTU;Zhetysu;Kazakhstan;N
5518;KZH;Zhez Air;Kazakhstan;N
5519;CFZ;Zhongfei General Aviation;China;N
5520;CYN;Zhongyuan Aviation;China;N
5521;WZP;Zip;Canada;N
5522;IMX;Zimex Aviation;Switzerland;N
5523;OOM;Zoom Airlines;Canada;Y
5524;ZAW;Zoom Airways;Bangladesh;N
5525;ORZ;Zorex;Spain;N
5526;MLU;Zracno Pristaniste Mali Losinj;Croatia;N
5533;TYR;Tyrolean Airways;Suiza;Y
5556;BUZ;buzz;Desconocido;N
5584;SXR;Sky Express;Russia;Y
5651;RAC;Royal Air Cambodge;Cambodia;Y
5833;4SW;TEA Switzerland;Switzerland;N
5982;ABL;Air Busan;Republic of Korea;Y
6002;TUB;TUI Airlines Belgium;Belgium;N
6182;AKR;Arctic Air;Norway;N
6183;BRA;Braathens;Norway;N
6196;GLP;Globus;Russia;Y
6222;KZK;Air Kazakhstan;Kazakhstan;Y
6557;JAS;Japan Air System;Japan;Y
6856;RTL;Rheintalflug;Austria;N
6860;DAN;Dan-Air London;United Kingdom;N
6862;FOF;Fred. Olsen;Norway;N
8434;RHA;Robin Hood Aviation;Austria;N
8463;UBD;United Airways;Bangladesh;Y
8523;IEA;Inter European Airways;United Kingdom;N
8568;TMW;Trans Maldivian Airways;Maldives;N
8576;FFV;Fly540;Kenya;Y
8745;TVF;Transavia France;France;Y
8809;MKU;Island Air (WP);United States;Y
9082;UIA;Uni Air;Taiwan;Y
9225;NWS;NordWind Airlines;Russia;N
9239;RWZ;Red Wings;Russia;Y
9286;HST;Hellenic Star Airways;Greece;N
9287;BAZ;BAE Systems Flight Training;Australia;N
9343;FXX;Felix Airways;Yemen;Y
9344;KOQ;Kostromskie avialinii;Russia;Y
9373;GFY;Greenfly;Spain;Y
9577;ELK;ELK Airways;Estonia;Y
9620;GBK;Gabon Airlines;Gabon;Y
9626;MCA;MCA Airlines;Sweden;Y
9656;MAV;Maldivo Airlines;Maldives;Y
9666;VNP;Virgin Pacific;Fiji;Y
9798;LIO;LiO Flugmennt;Iceland;N
9809;ESR;Eastar Jet;South Korea;Y
9810;JNA;Jin Air;South Korea;Y
9811;KW1;Wataniya Airways;Kuwait;Y
9825;BA1;Baltic Air lines;Latvia;Y
9828;YCC;Ciel Canadien;Canada;Y
9829;YCP;Canadian National Airways;Canada;Y
9833;4AA;Epic Holiday;United States;Y
9838;AXC;Indochina Airlines;Vietnam;Y
9840;JWW;JetWind;United States;N
9859;FLB;German Air Force - FLB;Germany;Y
10069;CIP;City-Air Germany;Germany;N
10114;LBL;Line Blue;Germany;Y
10117;LLC;FlyLAL Charters;Lithuania;Y
10118;BKY;Blue Sky America;United States;N
10119;TXP;Texas Spirit;United States;N
10121;ILW;Illinois Airways;United States;N
10123;TXW;Texas Wings;United States;Y
10124;CWS;California Western;United States;N
10128;DSY;Dennis Sky;Israel;Y
10226;A1F;Atifly;United States;Y
10371;SZB;Aerolineas heredas santa maria;Dominican Republic;Y
10642;JRB;Jc royal.britannica;United Kingdom;Y
10673;CA1;CanXpress;Canada;Y
10675;SHA;Sharp Airlines;Australia;Y
10683;CAP;CanXplorer;Canada;Y
10735;WE1;World Experience Airline;Canada;Y
10740;GCR;Tianjin Airlines;China;Y
10748;LOC;Locair;United States;Y
10765;SQH;SeaPort Airlines;United States;Y
10796;ILY;Fly Illi;United States;N
10800;HCW;Star1 Airlines;Lithuania;Y
10945;ENJ;Enerjet;Canada;Y
10955;MXI;MexicanaLink;Mexico;Y
10960;ISX;Island Spirit;Iceland;Y
11700;OBS;Orbest;Portugal;Y
11719;SOA;Southern Air Charter;Bahamas;Y
11724;SVG;SVG Air;Saint Vincent and the Grenadines;Y
11726;CEY;Air Century;Dominican Republic;Y
11751;OLS;Sol Lineas Aereas;Argentina;Y
11755;REP;Regional Paraguaya;Paraguay;Y
11762;NDN;Transportes Aereos Cielos Andinos;Peru;Y
11765;EFY;EasyFly;Colombia;Y
11795;ANU;Andalus Lineas Aereas;Spain;Y
11798;DCD;Air 26;Angola;Y
11800;MTW;Mauritania Airways;Mauritania;Y
11802;CEL;CEIBA Intercontinental;Equatorial Guinea;Y
11811;LMU;AlMasria Universal Airlines;Egypt;Y
11813;MSE;EgyptAir Express;Egypt;Y
11815;EUD;Air Italy Egypt;Egypt;Y
11816;KBR;KoralBlue Airlines;Egypt;Y
11820;WRC;Wind Rose Aviation;Ukraine;Y
11823;GIE;Elysian Airlines;Cameroon;Y
11833;SEN;Sevenair;Tunisia;Y
11834;IMP;Hellenic Imperial Airways;Greece;Y
11836;AAN;Amsterdam Airlines;Netherlands;Y
11838;NAK;Arik Niger;Niger;Y
11840;STP;STP Airways;Sao Tome and Principe;Y
11850;SJU;Skyjet Airlines;Uganda;Y
11856;TDK;Transavia Denmark;Denmark;Y
11857;RFJ;Royal Falcon;Jordan;Y
11873;MJX;Euroline;Georgia;Y
11922;WGC;Worldways;Canada;N
11943;TRK;Turkuaz Airlines;Turkey;Y
11948;VKH;Viking Hellas;Greece;Y
11949;FNA;Norlandair;Iceland;Y
11950;FVM;Flugfelag Vestmannaeyja;Iceland;Y
11995;EHM;Euro Harmony;Portugal;N
12962;GDR;Gadair European Airlines;Spain;Y
12965;MNP;Spirit of Manila Airlines;Philippines;Y
12975;CQN;Chongqing Airlines;China;Y
12976;GDC;Grand China Air;China;Y
12978;CHB;West Air China;China;Y
12997;QAX;QatXpress;Qatar;Y
13076;1CH;OneChina;China;Y
13089;JOY;Joy Air;China;Y
13107;JGN;Jagson Airlines;India;Y
13181;QFZ;Fars Air Qeshm;Iran;Y
13187;EAA;Eastok Avia;Kyrgyzstan;Y
13188;JPU;Jupiter Airlines;United Arab Emirates;Y
13189;VIS;Vision Air International;Pakistan;Y
13202;KEA;Korea Express Air;South Korea;Y
13209;EZA;Eznis Airways;Mongolia;Y
13211;PFL;Pacific Flier;Palau;Y
13217;PSB;Syrian Pearl Airlines;Syria;Y
13303;IPV;Parmiss Airlines (IPV);Iran;Y
13304;EUV;EuropeSky;Germany;Y
13306;BZE;BRAZIL AIR;Brazil;Y
13335;OME;Homer Air;Germany;Y
13633;PQW;PanAm World Airways;United States;Y
13690;VWA;Virginwings;Germany;Y
13704;KSY;KSY;Greece;Y
13732;BQB;Buquebus Lineas Aereas;Uruguay;Y
13734;KOL;SOCHI AIR;Russia;Y
13757;WAU;Wizz Air Ukraine;Ukraine;Y
13781;VVN;88;Cyprus;Y
13815;LMM;LCM AIRLINES;Russia;Y
13838;BZL;Aero Brazil;Brazil;N
13923;T33;THREE;China;N
13947;T&O;Tom\\'s & co airliners;France;Y
13983;AZU;Azul;Brazil;Y
14061;LOO;LSM Airlines;Russia;Y
14069;PZY;Zapolyarie Airlines;Russia;Y
14073;FN1;Finlandian;Finland;Y
14094;LIX;LionXpress;Cameroon;Y
14485;FDB;Fly Dubai;United Arab Emirates;Y
14620;MDO;Domenican Airlines;Dominican Republic;Y
14679;2CO;ConneX European Airline;Austria;Y
14849;AXZ;Aereonautica militare;Italy;Y
14858;KLS;Kal Star Aviation;Indonesia;Y
14881;YZZ;LSM AIRLINES ;Russia;Y
14921;AEF;Aero Lloyd (YP);Germany;N
15867;ZZZ;Zabaykalskii Airlines;Russia;Y
15887;XBM;CBM America;United States;Y
15893;1QA;Marysya Airlines;Russia;Y
15939;WFX;Westfalia Express VA;Germany;Y
15970;ULA;Zuliana de Aviacion;Venezuela;N
15975;BSA;Black Stallion Airways;United States;Y
15984;GER;German International Air Lines;Germany;Y
15985;TBZ;TrasBrasil;Brazil;Y
15989;THS;TransBrasil Airlines;Brazil;Y
16084;IIA;AIR INDOCHINE;Vietnam;Y
16100;HPY;Happy Air;Thailand;Y
16101;SRB;Solar Air;Thailand;Y
16103;MKG;Air Mekong;Vietnam;Y
16116;AHO;Air Hamburg (AHO);Germany;Y
16120;ZTT;ZABAIKAL AIRLINES;Russia;Y
16127;THI;TransHolding;Brazil;Y
16130;SZZ;SUR Lineas Aereas;Argentina;Y
16131;AA1;Aerolineas Africanas;Guinea;Y
16134;GEG;Georgian Airlines;Georgia;N
16139;SA1;Serbian Airlines;Serbia;Y
16150;TYS;TransHolding System;Brazil;Y
16151;CCC;CCML Airlines;Colombia;Y
16198;ELC;Small Planet Airlines;Lithuania;Y
16234;FBL;Fly Brasil;Brazil;Y
16260;AUK;AUOS;United Kingdom;N
16261;CIF;CB Airways UK ( Interliging Flights );United Kingdom;Y
16262;3FF;Fly Colombia ( Interliging Flights );Colombia;Y
16264;TP6;Trans Pas Air;United States;Y
16323;HYM;Himalayan Airlines;Nepal;Y
16327;IG1;Indya Airline Group;India;Y
16358;TWD;Turkish Wings Domestic;Turkey;Y
16359;ZXY;Japan Regio;Japan;Y
16362;IXO;OCEAN AIR CARGO;India;Y
16409;NX1;Nihon.jet connect;Kyrgyzstan;Y
16459;SKV;Sky Regional;Canada;Y
16487;CRZ;Cruzeiro do Sul Servicos Aereos;Brazil;N
16507;UWW;LSM International ;Russia;Y
16508;BUU;Baikotovitchestrian Airlines ;American Samoa;Y
16511;LJJ;Luchsh Airlines ;Russia;Y
16556;QQQ;ENTERair;Poland;Y
16615;ZTF;Mongolian International Air Lines ;Mongolia;Y
16624;TWB;Tway Airlines;South Korea;Y
16628;JSR;Jusur airways;Egypt;Y
16645;NXB;NEXT Brasil;Brazil;Y
16660;WER;AeroWorld ;Russia;Y
16702;ES2;Usa Sky Cargo;United States;Y
16707;HNX;Hankook Airline;South Korea;Y
16719;HEY;Hellenic Airways;Greece;N
16723;SRN;Sprintair;Poland;Y
16725;MRS;Marusya Airways;Russia;Y
16726;ERR;Era Alaska;United States;Y
16728;RRJ;AirRussia;Russia;Y
16735;HA1;Hankook Air US;United States;Y
16753;CNN;Canadian World;Canada;N
16760;PHJ;Pim Air;Netherlands;N
16794;SMW;Carpatair Flight Training;Romania;Y
16796;RSY;I-Fly;Russia;Y
16804;CFP;Compania de Aviacion Faucett;Peru;N
16808;KAR;Kar-Air;Finland;N
16826;WTJ;Whitejets;Brazil;Y
16837;VKJ;VickJet;France;Y
16858;HAY;Hamburg Airways;Germany;Y
16860;SLC;Salsa d\\'Haiti;Haiti;Y
16868;KND;Kan Air;Thailand;Y
16881;CUD;Air Cudlua;United Kingdom;Y
16895;AXE;Air Explore;Slovakia;Y
16900;TP3;TROPICAL LINHAS AEREAS;Brazil;N
16901;N12;12 North;India;Y
16919;HCC;Holidays Czech Airlines;Czech Republic;Y
16921;COE;Comtel Air;Austria;Y
16926;MIC;Mint Airways;Spain;Y
16932;OBT;Orbit Airlines;United States;Y
16939;BUR;Air Bucharest;Romania;Y
16940;LAV;AlbaStar;Spain;Y
16942;MAI;Mauritania Airlines International;Mauritania;Y
16956;MKD;MAT Airways;Macedonia;Y
16960;AWM;Asian Wings Airways;Burma;Y
16963;RBG;Air Arabia Egypt;Egypt;Y
16967;EGS;Eagles Airlines;Italy;Y
16973;YEP;YES Airways;Poland;Y
16983;DSV;Direct Aero Services;Romania;Y
16985;MDP;Medallion Air;Romania;Y
17022;ORC;Orchid Airlines;Australia;Y
17023;AWA;Asia Wings;Kazakhstan;Y
17026;GNN;Georgian International Airlines;Georgia;Y
17027;BTM;Air Batumi;Georgia;Y
17083;NIA;Nile Air;Egypt;Y
17086;FDD;Feeder Airlines;Sudan;Y
17094;SGG;Senegal Airlines;Senegal;Y
17115;CX0;Copenhagen Express;Denmark;Y
17408;BCC;BusinessAir;Thailand;Y
17557;CYM;Compass Airlines (Australia);Australia;N
17563;XOJ;XOJET;United States;Y
17568;DXT;Dexter (DXT);Russia;N
17571;CR7;Sky Wing Pacific;South Korea;Y
17572;BEU;Bateleur Air;South Africa;Y
17574;AI0;Air Indus;Pakistan;Y
17575;770;Samurai Airlines;Pakistan;N
17628;OAI;Orbit International Airlines;United States;Y
17629;OAR;Orbit Regional Airlines;United States;Y
17630;OAN;Orbit Atlantic Airways;United States;Y
17658;VOO;Volotea;Spain;Y
17666;GOE;Go Fly (United Kingdom);United Kingdom;N
17694;HTH;Helitt Lineas Aereas;Spain;Y
17695;RSD;Russia State Transport;Russia;Y
17726;MWI;Malaysia Wings;Malaysia;Y
17750;ABI;Aviabus;Russia;Y
17780;MJG;Michael Airlines;Puerto Rico;Y
17786;KGO;Korongo Airlines;Congo (Kinshasa);Y
17794;IDS;Indonesia Sky;Indonesia;Y
17841;666;Aws express;United States;Y
17859;SJS;Southjet;United States;Y
17860;ZCS;Southjet connect;United States;Y
17862;XAN;Southjet cargo;United States;Y
17881;IBS;Iberia Express;Spain;Y
17890;NGB;Nordic Global Airlines;Finland;Y
17891;SCO;Scoot;Singapore;Y
17893;STS;Starling Airlines Spain;Spain;N
17935;ZNA;Zenith International Airline;Thailand;Y
17936;OAB;Orbit Airlines Azerbaijan;Azerbaijan;Y
17955;RQX;Air Engiadina-BRN;Switzerland;N
17963;FVG;VG Airlines (IV);Belgium;N
18011;AAT;Austrian Airtransport;Austria;N
18076;FKA;Flying kangaroo Airline;Australia;Y
18083;RSJ;RusJet;Russia;Y
18118;VJC;VietJet Air;Vietnam;Y
18140;BXS;Spantax S.A.;Spain;N
18178;RBY;Vision Airlines (V2);United States;Y
18237;WAJ;AirAsia Japan;Japan;Y
18239;YEL;Yellowtail;United States;Y
18241;RAW;Royal Airways;United States;Y
18252;FHI;FlyHigh Airlines Ireland (FH);Ireland;Y
18257;XSR;Executive AirShare;United States;Y
18475;HBH;Hebei Airlines;China;Y
18476;KBZ;Air KBZ;Burma;Y
18529;TJA;T.J. Air;United States;Y
18545;VJA;ValueJet;United States;N
18592;FQR;CheapFlyingInternational;France;N
18621;UAT;Ukraine Atlantic;Ukraine;Y
18637;AO1;AirOne Atlantic;Slovakia;N
18668;NMA;Nesma Airlines;Egypt;Y
18672;EHN;East Horizon;Afghanistan;Y
18673;RS1;Royal Southern Airlines.;Colombia;N
18676;MJP;Air Majoro;Peru;Y
18681;UKZ;Fly Zoom;United Kingdom;N
18692;RJD;Rotana Jet;United Arab Emirates;Y
18700;QER;SOCHI AIR CHATER;Russia;Y
18732;MXD;Malindo Air;Malaysia;Y
18749;TLM;Tramm Airlines;Netherlands Antilles;N
18781;HRM;Hermes Airlines;Greece;Y
18860;???;?????????;Russia;Y
18863;PKV;?????????;Russia;Y
